shc_item_id,shc_item_desc,business_unit,sears_div_nbr,sears_ln_nbr,sears_itm_nbr,unit_cost,starting_price,Abt Electronics,Amazon,Bed Bath and Beyond,BestBuy,Dick s Sporting Goods,Harbor Freight Tools,Home Depot,JC Penney,Kohls,Lowes,Macys,Menards,NordicTrack,Northern Tool,Office Depot,P.C. Richard Son,Staples,Target,ToysRUs,Walmart,Wayfair,hhgregg,min comp price,MR_current
2483425,CRIBBAGE TRIPLE TRACK,TOYS,52,9.0,19003,7.68,10.44,,,,,,,,,,,,,,,,,,,12.99,8.99,,,8.99,0.264367816092
2483431,DIPLOMACY,TOYS,52,9.0,19006,23.54,27.69,,19.97,,,,,,,44.99,,,,,,,,,,,21.64,,,19.97,0.149873600578
2483464,ARTOMINO IMPRESSIONISTS,TOYS,52,9.0,19012,7.76,9.49,,,,,,,,,,,,,,,,,,,24.99,,,,24.99,0.1822971549
2484121,TAKEAWAY,TOYS,52,9.0,19061,7.67,,,9.34,,,,,,,,,,,,,,,,,,,,,9.34,
2488526,EXECUTIVE SANDBOX SAND TRAP,TOYS,52,9.0,19078,20.78,24.99,,24.99,,,,,,,,,,,,,,,,,,,,,24.99,0.168467386955
2493726,EXECUTIVE MINI SANDBOX TEE TIME,TOYS,52,9.0,19086,9.01,10.73,,10.73,,,,,,,11.99,,,,,,,,,,,,,,10.73,0.160298229264
2493728,LETTER ROLL,TOYS,52,9.0,19088,17.32,20.38,,,,,,,,,,,,,,,,,,,24.99,17.32,,,17.32,0.15014720314
2493732,MY WORD BOX,TOYS,52,9.0,19090,7.51,8.96,,,,,,,,,12.99,,,,,,,,,,12.99,,,,12.99,0.161830357143
2497607,MY LITTLE SANDBOX MERMAID AND FRIENDS,TOYS,52,9.0,19102,22.16,27.99,,27.99,,,,,,,39.99,,,,,,,,,,,27.99,,,27.99,0.208288674527
2499523,MY LITTLE SANDBOX PIRATES AHOY,TOYS,52,9.0,19105,22.16,26.07,,24.0,,,,,,,,,,,,,,,,,,24.0,,,24.0,0.149980820867
2499582,FUN SLIDES CARPET SKATES SILVER,TOYS,52,9.0,19125,14.24,,,15.05,,,,,,,,,,,,,,,,,,15.05,,,15.05,
2499662,TOO MANY MONKEYS CARD GAME,TOYS,52,9.0,19150,7.96,9.98,,9.98,,,,,,,,,,,,,,,,,,9.98,,,9.98,0.202404809619
2505740,QWIRKLE CUBES,TOYS,52,9.0,19245,17.66,20.78,,,,,,,,,,,,,,,,,,,,19.49,,,19.49,0.150144369586
2505749,TABLE TOP MARBLE MAT,TOYS,52,9.0,19251,7.01,9.76,,,,,,,,,,,,,,,,,,,16.99,9.76,,,9.76,0.281762295082
2506104,DWARVEN DIG,TOYS,52,9.0,19264,29.0,37.99,,,,,,,,,,,,,,,,,,,44.99,29.0,,,29.0,0.236641221374
2506106,KACHINA,TOYS,52,9.0,19266,21.75,28.49,,,,,,,,,,,,,,,,,,,33.99,21.75,,,21.75,0.236574236574
2513572,ZOMBIE FLUXX,TOYS,52,9.0,19289,12.32,14.49,,,,,,,,,,,,,,,,,,,,12.32,,,12.32,0.149758454106
2520954,WINNING TEXAS HOLDEM INSTRUCTIONAL DVD,TOYS,52,37.0,21475,2.5,7.59,,7.59,,,,,,,,,,,,,,,,,,,,,7.59,0.670619235837
2543062,FOLD N GO ART STUDIO,TOYS,52,51.0,18822,32.7,38.47,,,,,,,,,,,,,,,,,,,,22.97,,,22.97,0.149987002859
2577851,ROCKING HORSE PRIMARY BLUE,TOYS,52,72.0,18727,22.79,32.1,,,,,,,,,,,,,,,,,43.98,,,32.42,,,32.42,0.290031152648
2595168,COVER LOC JR FOR ABOVE GROUND POOL COVER,TOYS,52,13.0,55652,12.03,16.71,,16.71,,,,,,,,,,,,,,,,,,16.71,,,16.71,0.280071813285
